0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.1,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,99.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,89.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.045,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,65.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,20.,10.,23.,32.7,19.,8.84,17.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,97.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.025,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,89.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.0125,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,74.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.005,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,46.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.0125,15.5,27.9,25.,80.,10.,23.,32.7,19.,8.84,66.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,181.58249999999998,267.39300000000003,553.9001999999998,680.7256,528.2654,878.,1296.,2588.,3420.,2436.,17.,32.,56.,58.,48.,88.,202.,220.,190.,144.,7.969700000000001,16.2932,26.382,29.3358,22.426799999999997,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.005,15.5,27.9,25.,60.,10.,23.,17.9,19.8,8.84,36.
0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,234.03970000000004,487.4070000000004,884.5581999999998,1121.0260000000005,1074.7250000000001,622.,1392.,1708.,1660.,1508.,41.,80.,152.,202.,192.,232.,586.,748.,766.,714.,12.332900000000006,31.231200000000015,46.860800000000005,52.82260000000004,49.898400000000024,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.4,15.5,27.9,0.8,100.,20.7,24.,7.58,20.,4.,24.
