203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,1,50,23,32.7,19,50,0
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,2,50,23,32.7,19,50,10
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,3,50,23,32.7,19,50,20
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,4,50,23,32.7,19,50,30
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,5,50,23,32.7,19,50,40
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,6,50,23,32.7,19,50,50
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,7,50,23,32.7,19,50,60
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,8,50,23,32.7,19,50,70
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,9,50,23,32.7,19,50,80
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,10,50,23,32.7,19,50,90
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,100,50,23,32.7,19,50,95
203.777,4.784,-0.082,100.2308,189.862,308.6274,319.026,205.6962,344,628,852,576,510,15,28,46,46,32,74,166,170,144,124,5.0655,11.3972,15.0958,13.8774,10.42,10,1,17,29.4,200,50,23,32.7,19,50,100
