354.22849999999966,764.8530000000004,1478.297999999999,2215.3813999999998,3473.5989999999983,3368.0,7060.0,10784.0,14020.0,12912.0,62.0,126.0,250.0,370.0,596.0,376.0,1022.0,1756,2542.0,3106.0,22.110500000000023,59.140600000000035,107.1396,163.999,218.60980000000006,0.878,13.9,7.7,15.4,9.3,23.2,581.851,1065.523,201.102,11.777,-0.203,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,4
389.8365999999997,877.6480000000006,1628.4177999999995,2510.1280000000015,3128.5559999999978,4102.0,10376.0,14474.0,16056.0,17352.0,67.0,144.0,270.0,424.0,520.0,414.0,1152.0,1938.0,2504.0,3032.0,27.876900000000024,75.10959999999996,135.96559999999994,189.49759999999995,226.42239999999993,0.927,17.9,24.6,10.2,9,27.9,680.823,1291.320,203.758,0.569,-0.077,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,63
379.26549999999975,839.0040000000006,1489.2719999999997,2246.300400000001,2794.2689999999984,3862.0,8846.0,12776.0,14890.0,15752.0,65.0,138.0,250.0,384.0,468.0,388.0,1066.0,1780.0,2280.0,2658.0,27.186300000000024,72.14379999999998,125.54080000000003,174.11399999999998,206.77319999999997,0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,212.620,9.532,-0.429,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,4
474.22159999999946,1077.1180000000006,1946.482799999999,2903.9860000000035,3773.8109999999974,4466.0,11306.0,16666.0,21004.0,24394.0,81.0,176.0,318.0,486.0,620.0,494.0,1354.0,2276.0,3048.0,3836.0,34.35350000000002,91.60119999999982,161.93979999999976,230.06239999999994,293.7262,0.965,14.2,9.5,19.5,20.4,7.3,798.625,1547.045,200.912,3.115,-0.030,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,75
385.7866999999998,860.4170000000004,1626.8164000000002,2343.7350000000006,3074.3469999999984,4270.0,11214.0,15900.0,17098.0,17896.0,67.0,142.0,270.0,398.0,510.0,412.0,1118.0,1834.0,2410.0,2948.0,27.359600000000007,73.51140000000001,133.39260000000004,183.33439999999996,229.42079999999996,0.970,14.2,18.8,14.5,8.2,15.4,704.183,1304.517,203.777,4.784,-0.082,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,86
380.6410999999998,846.5130000000005,1541.1804000000004,2184.7870000000003,2778.5709999999985,3982.0,9718.0,13486.0,15228.0,15856.0,67.0,140.0,260.0,378.0,470.0,400.0,1076.0,1736.0,2266.0,2812.0,26.51640000000001,71.03640000000001,123.80940000000001,168.8804,208.4328,0.869,13.8,19.1,13.3,8,14.9,702.733,1289.764,199.121,10.302,-0.350,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,84
385.7429999999998,860.2200000000004,1626.22,2342.815000000001,3073.2999999999997,5134.0,13446.0,19824.0,19942.0,19624.0,67.0,142.0,270.0,398.0,510.0,412.0,1118.0,1834.0,2410.0,2948.0,27.700100000000006,74.5794,136.20960000000005,186.88339999999994,232.57379999999998,0.964,15.5,15.1,18.7,15.5,12.5,716.443,1326.321,205.044,4.903,-0.080,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,57
204.5361,429.7440000000002,854.1166,1183.7208000000003,1358.3420000000003,3194.0,7006.0,8646.0,7118.0,4160.0,35.0,70.0,142.0,200.0,226.0,212.0,574.0,910.0,1036.0,958.0,13.792899999999998,36.647000000000006,65.87679999999999,82.70920000000001,80.43580000000003,0.779,23.6,24.5,19.2,17,33.7,460.099,753.885,220.706,10.288,-0.210,114.40720000000002,233.4270000000001,362.4482000000002,372.77,366.063,424.0,888.0,1142.0,1100.0,840.0,18.0,36.0,56.0,60.0,56.0,92.0,214.0,268.0,256.0,188.0,6.9041999999999994,16.231600000000004,22.126400000000004,22.377999999999997,18.628800000000005,314.071,445.678,2.96,1.81,5.61,3.19,52,167,1728,1827.3268,376.0605,235.906,2.525,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,45
354.22849999999966,764.8530000000004,1478.297999999999,2215.3813999999998,3473.5989999999983,3368.0,7060.0,10784.0,14020.0,12912.0,62.0,126.0,250.0,370.0,596.0,376.0,1022.0,1756,2542.0,3106.0,22.110500000000023,59.140600000000035,107.1396,163.999,218.60980000000006,0.878,13.9,7.7,15.4,9.3,23.2,581.851,1065.523,201.102,11.777,-0.203,158.60580000000002,326.4000000000001,535.3252000000002,561.3304,555.9799999999998,564.0,1200.0,1522.0,1468.0,1112.0,25.0,50.0,82.0,88.0,92.0,132.0,308.0,386.0,396.0,326.0,9.170500000000002,21.945000000000007,30.548200000000012,31.352,27.7468,386.950,570.968,2.96,1.74,6.95,3.77,51.6,170.5,1755,1854.0254,333.9875,249.198,1.935,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,18
389.8365999999997,877.6480000000006,1628.4177999999995,2510.1280000000015,3128.5559999999978,4102.0,10376.0,14474.0,16056.0,17352.0,67.0,144.0,270.0,424.0,520.0,414.0,1152.0,1938.0,2504.0,3032.0,27.876900000000024,75.10959999999996,135.96559999999994,189.49759999999995,226.42239999999993,0.927,17.9,24.6,10.2,9,27.9,680.823,1291.320,203.758,0.569,-0.077,158.60580000000002,326.4000000000001,535.3252000000002,561.3304,555.9799999999998,564.0,1200.0,1522.0,1468.0,1112.0,25.0,50.0,82.0,88.0,92.0,132.0,308.0,386.0,396.0,326.0,9.170500000000002,21.945000000000007,30.548200000000012,31.352,27.7468,386.950,570.968,2.96,1.74,6.95,3.77,51.6,170.5,1755,1854.0254,333.9875,249.198,1.935,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,55
379.26549999999975,839.0040000000006,1489.2719999999997,2246.300400000001,2794.2689999999984,3862.0,8846.0,12776.0,14890.0,15752.0,65.0,138.0,250.0,384.0,468.0,388.0,1066.0,1780.0,2280.0,2658.0,27.186300000000024,72.14379999999998,125.54080000000003,174.11399999999998,206.77319999999997,0.843,17.5,11.4,27.3,11.3,19.9,744.133,1336.551,212.620,9.532,-0.429,158.60580000000002,326.4000000000001,535.3252000000002,561.3304,555.9799999999998,564.0,1200.0,1522.0,1468.0,1112.0,25.0,50.0,82.0,88.0,92.0,132.0,308.0,386.0,396.0,326.0,9.170500000000002,21.945000000000007,30.548200000000012,31.352,27.7468,386.950,570.968,2.96,1.74,6.95,3.77,51.6,170.5,1755,1854.0254,333.9875,249.198,1.935,100,0.05,15.5,27.9,5,40,50,3,7.58,20.0,15,23
