212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.1,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,99.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,89.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.045,15.5,27.9,25.,40.,10.,23.,32.7,19.,8.84,65.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,20.,10.,23.,32.7,19.,8.84,17.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.05,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,97.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.025,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,89.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.0125,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,74.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.005,15.5,27.9,25.,60.,10.,23.,32.7,19.,8.84,46.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.0125,15.5,27.9,25.,80.,10.,23.,32.7,19.,8.84,66.
212.62,9.532,-0.429,331.715,487.866,2.95,1.96,5.89,4.,54.,159.,1790.,1891.3824,340.0868,289.885,3.658,44.,0.005,15.5,27.9,25.,60.,10.,23.,17.9,19.8,8.84,36.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.4,15.5,27.9,0.8,100.,20.7,24.,7.58,20.,4.,24.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,1.1,15.5,27.9,2.2,135.,51.7,3.,3.86,16.,1.9,88.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,1.1,15.5,27.9,2.2,135.,51.7,3.,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,1.1,15.5,27.9,2.2,135.,51.7,20.,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,1.,15.5,27.9,2.,135.,51.7,3.,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,1.,15.5,27.9,2.,135.,51.7,1.,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.9,15.5,27.9,1.8,135.,51.7,0.25,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.5,15.5,27.9,1.,135.,51.7,1.,3.86,16.,1.9,97.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.5,15.5,27.9,1.,135.,51.7,2.,3.86,16.,1.9,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,7.9,0.3,15.5,27.9,0.6,135.,51.7,21.,3.86,16.,1.9,98.
212.62,9.532,-0.429,314.071,445.678,2.96,1.81,5.61,3.19,52.,167.,1728.,1827.3268,376.0605,235.906,2.525,200.,0.1,15.5,27.9,10.,100.,50.,16.,32.7,19.,160.,98.
212.62,9.532,-0.429,532.919,800.948,2.96,1.89,15.84,3.6,51.,154.,1750.,1847.199,322.6113,301.611,2.143,200.,0.1,15.5,27.9,10.,100.,50.,16.,32.7,19.,160.,98.
212.62,9.532,-0.429,340.357,480.328,2.96,1.91,7.87,3.72,51.8,172.7,1731.,1843.8423,652.6806,298.046,0.333,200.,0.1,15.5,27.9,10.,100.,50.,16.,32.7,19.,160.,100.
212.62,9.532,-0.429,386.95,570.968,2.96,1.74,6.95,3.77,51.6,170.5,1755.,1854.0254,333.9875,249.198,1.935,200.,0.1,15.5,27.9,10.,100.,50.,16.,32.7,19.,160.,100.
212.62,9.532,-0.429,408.519,608.002,2.96,2.69,4.13,3.77,51.6,171.7,1730.,1851.0691,323.3113,262.423,1.926,200.,0.1,15.5,27.9,10.,100.,50.,16.,32.7,19.,160.,100.
212.62,9.532,-0.429,310.968,425.741,2.96,1.88,7.7,3.69,50.75,171.41,1736.,1856.3853,362.1905,289.61,3.828,10.,0.01,15.5,27.9,10.,100.,50.,16.,32.7,19.,8.,11.
212.62,9.532,-0.429,336.489,476.324,2.96,1.96,7.79,3.67,50.9,173.,1741.,1852.8273,360.3796,260.979,2.965,10.,0.01,15.5,27.9,10.,100.,50.,16.,32.7,19.,8.,10.
212.62,9.532,-0.429,364.941,536.97,2.96,2.54,5.62,5.26,68.4,166.1,1712.,1813.2092,360.2351,236.243,2.461,10.,0.01,15.5,27.9,10.,100.,50.,16.,32.7,19.,8.,98.
212.62,9.532,-0.429,269.518,363.379,2.97,1.94,5.45,3.79,54.6,179.8,1744.,1818.1399,365.3128,298.005,2.545,10.,0.01,15.5,27.9,5.,80.,50.,16.,32.7,19.,5.5,99.
212.62,9.532,-0.429,269.518,363.379,2.97,1.94,5.45,3.79,54.6,179.8,1744.,1818.1399,365.3128,298.005,2.545,10.,0.1,15.5,27.9,5.,40.,50.,16.,32.7,19.,5.5,98.
212.62,9.532,-0.429,269.518,363.379,2.97,1.94,5.45,3.79,54.6,179.8,1744.,1818.1399,365.3128,298.005,2.545,48.,0.025,15.5,27.9,9.6,30.,50.,24.,32.7,19.,5.,87.
200.912,3.115,-0.03,314.071,445.678,2.96,1.81,5.61,3.19,52.,167.,1728.,1827.3268,376.0605,235.906,2.525,20.,0.025,15.5,27.9,5.,40.,50.,16.,7.58,20.,10.,98.
