C028,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Ring1][P][Branch2_1][Ring1][=N][C][C][N@@Hexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C@Hexpl][N][Branch2_1][Ring1][Branch1_1][C][=C][N][Ring1][Branch1_1][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C],
C029_bis,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Ring1][P][Branch2_1][Ring1][=N][C][C][NHexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Cexpl][N][Branch1_1][O][C][C][N][Ring1][Branch1_1][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C],
C029,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Ring1][P][Branch2_1][Ring1][=N][C][C][NHexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Cexpl][N][Branch1_1][O][C][C][N][Ring1][Branch1_1][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C],
C030,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Ring1][P][Branch2_1][Ring1][=N][C][C][N@@Hexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C@@Hexpl][N][Branch1_1][=N][C][Branch1_2][Branch2_2][=C][Branch1_1][Branch1_1][N][Ring1][Branch1_1][C][C][C][C],
C031,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Ring1][P][Branch2_1][Ring1][=N][C][C][NHexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][N][Branch1_1][#C][C][=C][Branch1_1][Branch1_1][N][Ring1][Branch1_1][C][C][=C][C][=C][Ring1][Branch2_1][C],
C032,[C][=C][N][RuHexpl][Branch2_1][Ring1][S][C][=C][Branch1_1][P][N][Branch1_1][=N][Nexpl][N][Ring1][Branch1_1][C][C][Ring1][Branch2_2][=C][C][Ring1][=N][C][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][Branch2_1][Ring1][N][C][=C][Branch1_1][=N][N][Branch1_1][Branch2_2][Nexpl][N][Ring1][Branch1_1][C][Ring2][Ring1][Branch2_3][C][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][Branch2_1][Ring1][=C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Cexpl][Oexpl].[F][Bexpl][Branch1_1][C][F][Branch1_1][C][F][F],
C033,[C][=C][N][RuHexpl][Branch2_1][Ring1][S][C][=C][Branch1_1][P][N][Branch1_1][=N][Nexpl][N][Ring1][Branch1_1][C][C][Ring1][Branch2_2][=C][C][Ring1][=N][C][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][Branch2_1][Ring1][O][N][N][Branch1_1][Branch1_1][C][Ring2][Ring1][Branch1_3][C][=C][Branch1_1][Ring2][Nexpl][Ring1][Branch1_2][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][Branch2_1][Ring1][=C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Cexpl][Oexpl].[F][Bexpl][Branch1_1][C][F][Branch1_1][C][F][F],
C034,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch2_3][Branch1_1][P][Branch2_1][Branch1_2][Branch1_2][C][C][N@@Hexpl][Ring1][Branch1_3][C][C][P][Ring1][Branch2_3][Branch2_1][Ring1][=N][C][=C][C][Branch1_2][S][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][Branch1_2][S][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch2_1][Ring1][=N][C][=C][C][Branch1_2][S][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][Branch1_2][S][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C@Hexpl][N][Branch1_1][Branch1_3][C][=C][N][Ring1][Branch1_1][C][C],
C035,[Ruexpl][Branch2_1][Ring1][Branch1_1][S@expl][Branch1_1][P][C][C][N@Hexpl][Ring1][Branch1_1][C][C][=C][C][C][=C][N][Ring1][N][Ring1][Branch1_2][C][Branch1_1][C][Cl][Branch1_1][C][Cl][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],
C036,[RuHexpl][Branch2_1][Ring2][=C][P][Branch2_1][Ring1][Branch2_1][C][C][=C][C][C][=C][Branch1_1][Branch1_2][N][Ring1][Branch2_2][Ring1][Branch1_2][C][=C][C][C][=C][N][Ring1][#C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C][Branch1_1][C][Cl][Cexpl][Oexpl],
C037,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][=C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][Branch1_1][Branch1_3][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Ring2][Ring1][=N][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][C][NH2expl][Ring2][Ring2][=N],
C038,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Branch1_1][Branch2_1][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][Branch2_1][Ring1][Branch1_3][P][Ring2][Ring1][Ring1][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][Ring2][Ring1][Ring1][NH2expl][C][C][NH2expl][Ring2][Ring2][Branch1_3],
C039,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Ring2][=C][P][Branch2_1][Ring1][Branch2_1][C][C][P][Ring1][Branch1_3][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][C][NH2expl][Ring2][Ring2][Ring1],
C040,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Ring2][#C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][C][P][Ring2][Ring1][Ring2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][C][NH2expl][Ring2][Ring2][Ring2],
C041,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Ring2][S][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][C][C][P][Ring2][Ring1][Branch1_1][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][C][NH2expl][Ring2][Ring2][Branch1_1],
C042,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Ring2][#C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][C][P][Ring2][Ring1][Ring2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][C][C][NH2expl][Ring2][Ring2][Branch1_1],
C043,[Ruexpl][Branch1_1][C][Cl][Branch1_1][C][Cl][Branch2_1][Ring2][#C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][C][P][Ring2][Ring1][Ring2][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][NH2expl][C][=C][Branch1_1][Branch1_1][NH2expl][Ring2][Ring2][Ring2][C][=C][C][=C][Ring1][Branch1_3],
